"GEOID","B01003_001E","B01003_001M","B00001_001E","type","landArea","popDens","popSamp"
"42017104204",4764,218,390,"trct",5.9731824438,797.564789762098,8.18639798488665
"42017104301",2624,193,238,"trct",10.7618799717,243.823570500712,9.07012195121951
"42017104303",4748,204,406,"trct",9.4174118181,504.17249364358,8.55096882898062
"42017104304",1272,105,234,"trct",6.3912916782,199.02080268667,18.3962264150943
"42017104400",2385,219,228,"trct",1.2710547135,1876.39444208709,9.55974842767296
"42017104502",7922,397,452,"trct",18.9298080972,418.493413103949,5.70562989144156
"42017104503",4277,243,446,"trct",5.3303792256,802.381935502642,10.4278700023381
"42017104505",5795,281,583,"trct",3.1343613444,1848.8614946562,10.060396893874
"42017104506",2334,162,364,"trct",5.4868613085,425.379806189792,15.5955441302485
"42017104601",4483,227,477,"trct",5.1166778949,876.15442912058,10.6401962971225
"42017104603",7529,345,630,"trct",5.8973010525,1276.68571317184,8.36764510559171
"42017104604",5566,308,357,"trct",4.297848984,1295.06644387019,6.41394178943586
"42017104701",3341,246,302,"trct",0.8877377223,3763.49896605041,9.03920981741993
"42017104702",2639,222,290,"trct",0.5472971361,4821.87796341367,10.989010989011
"42017104703",2325,169,390,"trct",0.8515728936,2730.24190585862,16.7741935483871
"42017104800",3025,16,522,"trct",1.2071119203,2505.98138343974,17.2561983471074
"42017104901",7493,238,446,"trct",4.219671456,1775.73066484729,5.95222207393567
"42017104902",7149,242,418,"trct",6.7544924733,1058.40668684723,5.8469716044202
"42017105003",4882,185,518,"trct",4.7926986822,1018.63278368233,10.6104055714871
"42017105004",5520,250,551,"trct",3.3829329105,1631.72021025511,9.98188405797102
"42017105006",5645,267,594,"trct",3.6081678204,1564.50594345531,10.5225863596103
"42017105008",3799,259,352,"trct",6.2753327208,605.386227157003,9.26559620952882
"42017105009",3357,237,324,"trct",1.0006453314,3354.83501962002,9.6514745308311
"42017105010",3874,188,395,"trct",1.2027783339,3220.87610893238,10.1961796592669
"42017105011",3628,198,349,"trct",1.4175271539,2559.38659800512,9.61962513781698
"42017105012",2955,139,488,"trct",1.2049520769,2452.37968932539,16.5143824027073
"42017105013",5902,256,563,"trct",2.7954033822,2111.32319492119,9.53913927482209
"42017105100",3098,21,500,"trct",9.7020949311,319.312480655016,16.1394448030988
"42017105202",5160,327,307,"trct",2.5016990427,2062.59822301846,5.94961240310078
"42017105203",2062,100,323,"trct",3.2452743609,635.385416050972,15.6644034917556
"42017105206",4900,204,506,"trct",2.741448996,1787.37594868608,10.3265306122449
"42017105207",4980,200,479,"trct",1.4694147468,3389.10441102155,9.61847389558233
"42017105208",2497,121,357,"trct",1.9399397589,1287.15337089429,14.2971565879055
"42017105300",2028,100,375,"trct",0.5556338073,3649.88590211005,18.491124260355
"42017105400",8278,41,456,"trct",21.2498138853,389.556353043001,5.50857695095434
"42017105505",3976,237,409,"trct",1.9752594147,2012.90016410521,10.2867203219316
"42017105506",4028,204,405,"trct",2.2367475702,1800.82904913577,10.0546176762661
"42017105507",7341,306,405,"trct",2.8700484813,2557.79651383271,5.51695954229669
"42017105508",3492,182,320,"trct",3.7720097415,925.766432037726,9.16380297823597
"42017105509",4638,190,434,"trct",4.1184425997,1126.15385251159,9.35748167313497
"42017105510",4974,335,266,"trct",1.1561945967,4302.04397615829,5.34780860474467
"42017105511",4213,208,411,"trct",1.7421901497,2418.22053736526,9.75551863280323
"42017105600",2392,142,418,"trct",0.9338303403,2561.49312864642,17.4749163879599
"42017105702",2711,351,222,"trct",0.8717497074,3109.83757951073,8.18886019918849
"42017105704",6657,461,343,"trct",1.0167151995,6547.556290369,5.15247108307045
"42017105801",6147,530,333,"trct",3.4546096728,1779.3616594079,5.41727672035139
"42017105805",5588,503,289,"trct",4.5060290847,1240.11627420999,5.17179670722978
"42017105807",3795,259,349,"trct",0.6055017111,6267.52976982628,9.19631093544137
"42017105808",3434,184,310,"trct",0.9127257282,3762.35696431199,9.02737332556785
"42017105809",4329,238,385,"trct",1.2132092115,3568.22216561286,8.89350889350889
"42017105810",2276,120,399,"trct",0.4688516547,4854.41392215268,17.530755711775
"42017105811",5969,332,309,"trct",0.8902828935,6704.61045986615,5.17674652370581
"42017105812",1674,133,287,"trct",0.3103904232,5393.20763424894,17.1445639187575
"42017105900",1825,115,508,"trct",1.518307362,1201.99641105343,27.8356164383562
"42017106000",4140,221,659,"trct",1.3669071273,3028.73539636711,15.9178743961353
"42017106100",3036,222,857,"trct",1.09011474,2785.02793201384,28.2279314888011
"42017106200",6666,365,703,"trct",2.4072593688,2769.12412779307,10.5460546054605
"42017106300",7174,343,624,"trct",8.3080113831,863.503872249527,8.69807638695289
"42017106401",7818,444,432,"trct",7.9232032737,986.722128656069,5.52570990023024
"42017106402",7510,294,665,"trct",17.5263133617,428.498557854814,8.85486018641811
"42017106500",6784,484,544,"trct",12.9819804543,522.570498690972,8.0188679245283
"42017106600",1905,119,566,"trct",10.1943670257,186.867904127593,29.7112860892388
"42017980000",0,10,0,"trct",8.8283344149,0,NA
"42029300101",3107,182,340,"trct",2.4979534866,1243.81819624231,10.943031863534
"42029300103",2690,184,259,"trct",0.8240845041,3264.22834869078,9.62825278810409
"42029300104",5075,206,552,"trct",2.5347870405,2002.14058179772,10.8768472906404
"42029300106",4693,287,297,"trct",1.5576872454,3012.79991465481,6.32857447261879
"42029300107",4345,213,422,"trct",7.8829925031,551.18662085386,9.71231300345224
"42029300108",6065,282,384,"trct",2.447441568,2478.0979776184,6.33140972794724
"42029300109",3516,166,363,"trct",2.020631184,1740.05035052453,10.3242320819113
"42029300201",5108,201,347,"trct",2.4737415417,2064.88831346936,6.79326546593579
"42029300202",5485,199,581,"trct",5.7515907735,953.649210453516,10.5925250683683
"42029300301",3990,184,394,"trct",11.3421732138,351.784435380106,9.87468671679198
"42029300302",3663,185,374,"trct",5.5761511806,656.904714625377,10.2102102102102
"42029300303",3123,197,336,"trct",1.1906018982,2623.04302111518,10.7588856868396
"42029300400",3343,18,285,"trct",1.26042345,2652.28324655496,8.52527669757703
"42029300501",4606,201,496,"trct",5.4767130561,841.01539606312,10.7685627442466
"42029300502",3750,191,421,"trct",2.9237766129,1282.58772693325,11.2266666666667
"42029300600",5212,342,308,"trct",1.5779296962,3303.0622419691,5.90943975441289
"42029300700",5064,417,233,"trct",0.485806464,10423.9041166813,4.60110584518167
"42029300800",4278,379,242,"trct",0.8811547173,4854.99301769442,5.65684899485741
"42029300900",2300,236,221,"trct",0.6721051194,3422.08373900388,9.60869565217391
"42029301000",7314,27,443,"trct",8.7371121123,837.118707645223,6.05687722176648
"42029301100",3319,20,327,"trct",0.7672563756,4325.8030894882,9.852365170232
"42029301300",6745,13,399,"trct",10.6583237046,632.838726514653,5.91549295774648
"42029301401",2683,146,277,"trct",2.218063419,1209.61374549408,10.3242638837123
"42029301402",5296,143,552,"trct",11.0050218135,481.234848031226,10.4229607250755
"42029301500",2611,20,467,"trct",7.5375133119,346.400714925151,17.8858674837227
"42029301600",2538,22,404,"trct",18.7471418706,135.380636553468,15.9180457052797
"42029301700",1782,222,463,"trct",16.2110208546,109.925217910897,25.9820426487093
"42029301800",4953,20,508,"trct",17.6770510488,280.193793994629,10.2564102564103
"42029301900",4070,18,411,"trct",9.8667140715,412.498018135155,10.0982800982801
"42029302000",5654,22,651,"trct",12.4498944999,454.14039452667,11.513972408914
"42029302101",6452,241,381,"trct",8.4411934893,764.346891014702,5.90514569125852
"42029302102",4406,241,491,"trct",2.4939577377,1766.66987310833,11.1438946890604
"42029302202",6908,295,429,"trct",7.4820496608,923.276416647224,6.21019108280255
"42029302203",5054,257,578,"trct",2.7672566922,1826.35749485965,11.4364859517214
"42029302204",6465,317,376,"trct",2.5854093837,2500.57110520265,5.81593194122196
"42029302300",2932,265,253,"trct",0.4041393642,7254.92307784454,8.62892223738063
"42029302400",3920,336,352,"trct",0.4937516298,7939.21430008817,8.97959183673469
"42029302500",4458,326,397,"trct",0.4420945386,10083.8160410607,8.90533871691341
"42029302600",4891,321,329,"trct",0.4139567289,11815.2445860628,6.72664076875894
"42029302702",5020,303,279,"trct",1.7085384459,2938.18380970388,5.55776892430279
"42029302703",4009,180,416,"trct",4.3694871363,917.498982133346,10.3766525318034
"42029302704",5168,214,547,"trct",1.9605702402,2635.96778836794,10.5843653250774
"42029302705",4122,251,422,"trct",1.0973653119,3756.26963537155,10.2377486656963
"42029302706",4649,240,418,"trct",2.7177393672,1710.61289250474,8.99118089911809
"42029302802",4977,215,337,"trct",3.9070486026,1273.85157089881,6.77114727747639
"42029302803",1936,124,221,"trct",1.0966375134,1765.39647453574,11.4152892561983
"42029302804",4015,149,434,"trct",2.8388442654,1414.30794529135,10.8094645080946
"42029302805",7279,266,399,"trct",2.2039151706,3302.75869829343,5.48152218711361
"42029302901",4749,313,461,"trct",3.9286084266,1208.82497930953,9.70730680143188
"42029302902",6143,310,364,"trct",4.7358238356,1297.13439799471,5.92544359433502
"42029303000",3260,28,549,"trct",3.8323509939,850.652772981645,16.840490797546
"42029303100",4249,20,401,"trct",6.3224052606,672.054356666907,9.43751470934338
"42029303301",3037,248,287,"trct",5.8672852524,517.615876739199,9.45011524530787
"42029303302",4961,245,295,"trct",9.4716909144,523.771314418389,5.94638177786737
"42029303401",4231,197,310,"trct",0.6660321525,6352.54617080967,7.3268730796502
"42029303402",1908,197,270,"trct",0.3992779791,4778.62566901576,14.1509433962264
"42029303501",4368,146,419,"trct",6.5272081446,669.198821798516,9.59249084249084
"42029303502",2867,143,261,"trct",8.9261018847,321.192838378223,9.10359260551099
"42029303801",3998,194,398,"trct",9.3880265193,425.861600601668,9.95497748874437
"42029303802",8640,197,511,"trct",9.1094777631,948.462713746146,5.91435185185185
"42029303901",4584,231,479,"trct",3.7971768978,1207.21265386816,10.4493891797557
"42029303902",5426,230,303,"trct",11.1364819137,487.227478304884,5.58422410615555
"42029304000",4863,27,332,"trct",3.5835172659,1357.04662184142,6.82706148468024
"42029304101",4351,259,274,"trct",1.3500971055,3222.73115191121,6.297402895886
"42029304102",3589,263,314,"trct",0.8377667298,4284.00874889935,8.74895514070772
"42029304201",6688,442,374,"trct",4.5136638261,1481.7231095783,5.59210526315789
"42029304300",7927,30,483,"trct",11.1517270722,710.831600224607,6.09309953324082
"42029304403",3990,165,397,"trct",1.8301232664,2180.18101471856,9.94987468671679
"42029304404",5148,233,302,"trct",1.7774804619,2896.23436676044,5.86635586635587
"42029304405",6238,228,666,"trct",2.9958170814,2082.23660874678,10.6764988778455
"42029304406",3279,148,325,"trct",3.7959386751,863.817959312427,9.91155840195182
"42029304501",8465,171,502,"trct",6.4910923506,1304.09483377902,5.93030124040165
"42029304502",3035,172,320,"trct",4.402316061,689.409837446017,10.5436573311367
"42029304600",3656,20,748,"trct",11.9605583097,305.671349558573,20.4595185995624
"42029304900",8059,30,435,"trct",24.7513416579,325.598511441814,5.3976920213426
"42029305000",1738,81,416,"trct",0.4789863936,3628.49555482655,23.9355581127733
"42029305101",4356,214,423,"trct",11.7342766827,371.220154236018,9.71074380165289
"42029305102",4711,214,445,"trct",9.8637912945,477.605401345711,9.44597749946933
"42029305300",7451,26,414,"trct",5.9356975392,1255.28633337409,5.55630116762851
"42029305400",4119,417,332,"trct",0.5089087575,8093.78879670783,8.06020878854091
"42029305500",3554,373,254,"trct",0.6900255648,5150.5338081642,7.14687675858188
"42029305600",3161,343,331,"trct",0.2966541435,10655.5059798111,10.4713698196773
"42029305700",2298,209,299,"trct",0.3124637802,7354.45240574479,13.0113141862489
"42029306000",7545,17,442,"trct",15.5111323653,486.424834906247,5.85818422796554
"42029306300",2850,34,381,"trct",0.6509032101,4378.53117910134,13.3684210526316
"42029306501",4429,256,410,"trct",5.942175525,745.349911217912,9.25716866109731
"42029306503",2640,295,280,"trct",4.0344948072,654.357020187169,10.6060606060606
"42029306504",5015,291,432,"trct",6.1363780335,817.257341810084,8.61415752741775
"42029306600",3246,32,617,"trct",9.6982505334,334.699540790479,19.0080098582871
"42029306700",4464,23,452,"trct",13.0584996828,341.846315306785,10.1254480286738
"42029306800",1699,103,435,"trct",10.0521015309,169.01938313867,25.6032960565038
"42029306900",5874,18,610,"trct",11.6507501253,504.173545636723,10.3847463398025
"42029307000",5456,30,339,"trct",9.5970224493,568.50966316099,6.2133431085044
"42029307100",2298,130,611,"trct",11.3125346334,203.137499638251,26.5883376849434
"42029307200",1374,123,327,"trct",17.1141616503,80.2843883372993,23.7991266375546
"42029307300",3799,23,306,"trct",6.1669019412,616.030550870209,8.05475125032903
"42029307400",3670,24,353,"trct",1.269276723,2891.41046510785,9.61852861035422
"42029307700",2591,23,382,"trct",18.1490100363,142.762607702443,14.7433423388653
"42029307800",2693,220,409,"trct",16.636400352,161.873959692023,15.1875232083179
"42029307900",5023,44,853,"trct",18.1402115895,276.898644495825,16.9818833366514
"42029308000",5221,24,426,"trct",1.967067531,2654.20475795551,8.15935644512546
"42029308101",4547,219,421,"trct",8.450806221,538.055172617832,9.25885199032329
"42029308102",4336,223,388,"trct",11.5748000082,374.606904389555,8.94833948339483
"42029308200",2699,24,467,"trct",13.8101078115,195.436562613398,17.3027047054465
"42029310400",3233,451,433,"trct",0.0922512591,35045.5921311105,13.3931333127127
"42029311000",6904,19,413,"trct",13.3983588024,515.286991624923,5.98203939745075
"42029311100",3632,29,384,"trct",9.9243958671,365.966860717468,10.5726872246696
"42029311200",2142,138,689,"trct",28.9604135106,73.9630323032505,32.1661998132586
"42029311300",4798,21,808,"trct",8.1868709637,586.060293520441,16.8403501458941
"42029311401",7347,441,490,"trct",4.3420207545,1692.06929570424,6.66938886620389
"42029311403",3643,194,348,"trct",4.5426502836,801.954756048921,9.55256656601702
"42029311404",3806,195,352,"trct",8.5759292619,443.800302424227,9.2485549132948
"42029311500",3214,133,719,"trct",14.3236161783,224.384677723294,22.3708774113255
"42029311600",2086,149,400,"trct",2.0802569931,1002.76071991059,19.1754554170662
"42029311700",9761,331,798,"trct",17.6268924117,553.756145554111,8.17539186558754
"42029311800",3857,139,931,"trct",11.4861834945,335.794739988863,24.1379310344828
"42045400301",5818,793,253,"trct",0.2899680498,20064.2795094593,4.34857339291853
"42045400302",3730,396,287,"trct",0.4321671354,8630.92006417293,7.69436997319035
"42045400401",4948,418,386,"trct",0.2001337767,24723.4628836143,7.80113177041229
"42045400402",4552,448,286,"trct",0.1286566281,35380.9987656594,6.2829525483304
"42045400500",4462,512,325,"trct",0.4591404675,9718.1588551656,7.28372926938593
"42045400600",4698,484,262,"trct",0.5418635508,8670.07938264889,5.57684120902512
"42045400700",6023,676,355,"trct",0.5273832564,11420.537013469,5.89407272123526
"42045400801",2214,383,159,"trct",0.1396620225,15852.555765473,7.18157181571816
"42045400802",3773,284,318,"trct",0.3727899747,10120.9803268886,8.42830638749006
"42045400900",1575,123,233,"trct",0.2331379908,6755.65571529323,14.7936507936508
"42045401000",1950,180,281,"trct",0.3827548296,5094.64505526386,14.4102564102564
"42045401101",3113,206,262,"trct",0.1696477068,18349.7912156865,8.41631866366849
"42045401103",3471,211,381,"trct",0.3784189266,9172.37420227913,10.9766637856525
"42045401104",4082,370,389,"trct",0.4614099633,8846.79639513107,9.5296423321901
"42045401200",3661,236,352,"trct",0.5830492239,6279.05818227777,9.61485932805244
"42045401301",2508,349,204,"trct",0.2080472823,12054.9519910744,8.13397129186603
"42045401302",2727,222,229,"trct",0.3159294138,8631.67492763537,8.3975064173084
"42045401401",2040,119,309,"trct",0.2020804929,10094.9872534678,15.1470588235294
"42045401402",3982,257,309,"trct",0.2684545578,14833.0504523101,7.75991963837268
"42045401501",3665,316,321,"trct",0.2783406483,13167.3186161793,8.75852660300136
"42045401502",4090,434,365,"trct",0.6698418012,6105.9193270305,8.9242053789731
"42045401600",1663,156,229,"trct",0.3348467694,4966.45078278602,13.7702946482261
"42045401700",2661,23,313,"trct",0.2063252763,12897.1110458171,11.7624953025179
"42045401800",4198,291,284,"trct",0.3458305422,12138.8931506582,6.76512625059552
"42045401900",4259,277,369,"trct",0.5116450482,8324.13020507759,8.66400563512562
"42045402000",2164,340,182,"trct",0.3237985179,6683.16832959784,8.41035120147874
"42045402100",5745,382,274,"trct",0.963365832,5963.4666387047,4.76936466492602
"42045402200",2343,272,325,"trct",0.3421880748,6847.11178602417,13.8711054204012
"42045402300",3418,281,267,"trct",0.2892896721,11815.1469950109,7.81158572264482
"42045402400",3568,384,235,"trct",0.191204442,18660.6543377272,6.58632286995516
"42045402500",3174,305,227,"trct",0.2635174971,12044.7409941645,7.1518588531821
"42045402600",3935,353,311,"trct",0.3875042457,10154.7274479321,7.90343074968234
"42045402700",2557,33,252,"trct",0.258459201,9893.2442339323,9.85529917872507
"42045402800",5691,26,241,"trct",0.7716563712,7375.04440111075,4.23475663328062
"42045402900",3474,290,217,"trct",0.845748189,4107.60560316139,6.24640184225676
"42045403001",3191,201,289,"trct",0.1902179565,16775.4930118808,9.05672203071138
"42045403002",2633,189,243,"trct",0.3795714351,6936.77067481731,9.22901633118116
"42045403101",3778,253,260,"trct",0.3312100935,11406.6572068402,6.88194812069878
"42045403103",2446,334,157,"trct",0.3724837974,6566.72858544048,6.41864268192968
"42045403104",2553,272,282,"trct",0.1657778265,15400.1295221469,11.0458284371328
"42045403200",4170,47,358,"trct",0.5967229554,6988.16756128434,8.58513189448441
"42045403300",6670,19,286,"trct",0.6303279411,10581.7933254871,4.28785607196402
"42045403401",2741,226,192,"trct",0.3623907573,7563.65868826754,7.00474279460051
"42045403402",3875,223,274,"trct",0.8828960283,4388.96526407672,7.07096774193548
"42045403501",4156,254,347,"trct",0.57173688,7269.07804163342,8.34937439846006
"42045403502",3011,252,226,"trct",0.4030594425,7470.36214143526,7.50581202258386
"42045403601",4010,127,344,"trct",0.4338706086,9242.3868326535,8.5785536159601
"42045403602",1890,126,291,"trct",0.3432741741,5505.80306530552,15.3968253968254
"42045403701",1775,210,257,"trct",2.2603784346,785.266738007128,14.4788732394366
"42045403702",2318,210,200,"trct",0.7811783694,2967.31206443976,8.6281276962899
"42045403800",6467,30,326,"trct",0.7290336339,8870.64697605854,5.04097726921293
"42045403901",3343,174,276,"trct",0.4772334996,7004.95669897856,8.25605743344302
"42045403902",3689,177,345,"trct",0.6016051899,6131.92848388358,9.35212794795337
"42045404003",2390,265,212,"trct",0.2359955169,10127.3110243562,8.87029288702929
"42045404004",6209,335,346,"trct",0.9072763128,6843.56012870879,5.57255596714447
"42045404101",6158,500,348,"trct",1.0843089543,5679.19316314734,5.65118544982137
"42045404102",5204,352,396,"trct",0.9171210906,5674.27796976671,7.60953112990008
"42045404103",3472,209,302,"trct",0.9138747618,3799.20766513064,8.69815668202765
"42045404300",2596,192,358,"trct",0.9945333684,2610.26938108314,13.7904468412943
"42045404400",1652,230,213,"trct",0.2178816354,7582.09840387493,12.8934624697337
"42045404500",5564,470,391,"trct",0.4620130515,12042.9498299573,7.02731847591661
"42045404600",2130,243,273,"trct",0.2006519229,10615.3978950979,12.8169014084507
"42045404700",3942,386,539,"trct",0.3299452299,11947.4374616501,13.6732623033993
"42045404800",2010,274,231,"trct",0.2451144267,8200.25172349433,11.4925373134328
"42045404900",1266,280,137,"trct",0.1447500483,8746.11107124584,10.8214849921011
"42045405000",1805,292,217,"trct",0.4777574373,3778.06782077697,12.0221606648199
"42045405100",2252,230,238,"trct",0.368756388,6107.0128499035,10.5683836589698
"42045405200",3244,313,227,"trct",0.2943792423,11019.7987285192,6.99753390875462
"42045405300",2523,388,231,"trct",0.2759584113,9142.68200093816,9.15576694411415
"42045405400",2050,222,229,"trct",0.2677669137,7655.912269642,11.1707317073171
"42045406100",2281,172,347,"trct",0.2057982498,11083.6705473284,15.21262604121
"42045406201",3247,229,304,"trct",0.6397731054,5075.23678721991,9.36248845087773
"42045406202",4809,233,239,"trct",1.0667807865,4507.95520584678,4.96984820128925
"42045406300",3248,20,264,"trct",0.6488418222,5005.84254724387,8.12807881773399
"42045406401",2844,138,347,"trct",0.2044279809,13911.989872811,12.2011251758087
"42045406402",1242,129,148,"trct",1.2237157647,1014.94157044261,11.9162640901771
"42045406500",1671,231,339,"trct",1.0592603307,1577.51588686016,20.2872531418312
"42045406600",2420,212,304,"trct",1.1108286189,2178.55388205285,12.5619834710744
"42045406700",3482,39,311,"trct",1.0725607035,3246.43629832556,8.93164847788627
"42045406801",4376,298,390,"trct",2.3546547882,1858.44652130311,8.91224862888483
"42045406802",4544,295,387,"trct",1.9463513355,2334.62474997233,8.51672535211268
"42045406803",8034,322,409,"trct",2.3857335216,3367.51775806544,5.09086382872791
"42045406902",5741,326,322,"trct",1.8713938815,3067.76678963936,5.60877895836962
"42045406903",5293,307,486,"trct",1.3259585196,3991.82924786873,9.18193840921972
"42045406904",5731,369,549,"trct",2.6479197459,2164.34052009084,9.57948002093875
"42045407000",2581,38,483,"trct",2.2135452768,1166.00280421244,18.7136768694305
"42045407101",4146,215,360,"trct",2.8188933201,1470.78996230085,8.68306801736614
"42045407102",3418,212,304,"trct",1.617616143,2112.98583708558,8.89409011117613
"42045407201",4933,370,329,"trct",6.5479061934,753.370597302119,6.66936955199676
"42045407202",3430,258,379,"trct",2.4802604541,1382.91927943698,11.0495626822157
"42045407401",3740,263,405,"trct",1.7701322067,2112.83653607566,10.8288770053476
