"GEOID","NAME","B03003_001E","B03003_001M","B03003_003E","B03003_003M","type","pct","moe","sd","cty","plus","minus"
"42101014400","Census Tract 144, Philadelphia County, Pennsylvania",3774,507,1441,458,"trct",38.1822999470058,10.9983376439809,6.68591954041392,"101",49.1806375909867,27.1839623030249
"42101019800","Census Tract 198, Philadelphia County, Pennsylvania",6970,697,4617,695,"trct",66.2410329985653,7.4530658624396,4.5307391261031,"101",73.6940988610049,58.7879671361257
