"GEOID","B01003_001E","B01003_001M","B00001_001E","type","landArea","popDens","popSamp"
"340210040002",1706,503,82,"bg",0.2315850966,7366.62257220571,4.80656506447831
"340210040003",1526,470,97,"bg",0.1525122027,10005.7567393589,6.3564875491481
"340210042011",1078,251,61,"bg",0.4164806646,2588.35545471323,5.65862708719852
"340210042012",1395,377,77,"bg",0.5823650547,2395.40471864099,5.51971326164875
"340210042013",890,274,62,"bg",0.2923159239,3044.65110256691,6.96629213483146
"340210042014",1827,489,75,"bg",0.2846865879,6417.58367851793,4.10509031198686
"340210042015",2148,505,128,"bg",2.675089989,802.963641908347,5.95903165735568
"340210042031",1375,226,141,"bg",3.3696363987,408.055896039844,10.2545454545455
"340210042032",2765,244,245,"bg",2.9528267769,936.390858288955,8.86075949367089
"340210042041",984,258,66,"bg",0.4592219346,2142.75478991896,6.70731707317073
"340210042042",1049,269,40,"bg",0.2435476329,4307.16565588924,3.81315538608198
"340210042043",190,88,13,"bg",0.5415677982,350.833267102475,6.8421052631579
"340210042044",2529,410,148,"bg",2.9039214204,870.891334122823,5.85211546065639
"340210042045",795,219,52,"bg",1.3691889783,580.635699381017,6.54088050314465
"340210043011",892,373,52,"bg",1.5039201177,593.116608722655,5.82959641255605
"340210043012",1833,303,116,"bg",0.7819694883,2344.08123005533,6.32842334969995
"340210043013",5914,422,303,"bg",4.6961987787,1259.31637025746,5.12343591477849
"340210043041",1704,272,110,"bg",1.6242539742,1049.09701750262,6.45539906103286
"340210043042",2264,287,134,"bg",2.3731277427,954.015226093206,5.91872791519435
"340210043043",1566,318,95,"bg",2.385908811,656.353668162048,6.06641123882503
"340210043044",2470,328,166,"bg",1.8441695844,1339.35621804738,6.72064777327935
"340210043061",2735,244,270,"bg",1.3785600114,1983.95425471718,9.87202925045704
"340210043062",2803,296,315,"bg",5.70763908,491.096223974975,11.23795932929
"340210043071",1611,277,95,"bg",0.8939388744,1802.1366405855,5.89695841092489
"340210043072",2000,381,101,"bg",1.1481795468,1741.88784809313,5.05
"340210043073",2196,366,117,"bg",1.2125609496,1811.04298363263,5.32786885245902
"340210043091",2880,413,278,"bg",7.3445876361,392.125486507135,9.65277777777778
"340210043092",1670,301,132,"bg",6.0296430051,276.96498757679,7.90419161676647
"340210043101",4046,452,217,"bg",1.078941006,3749.97333264762,5.36332179930796
"340210043102",2458,384,162,"bg",1.5375123621,1598.68633292988,6.59072416598861
"340210043103",3061,395,185,"bg",4.4507739276,687.745558366428,6.0437765436132
"340210044031",1909,476,118,"bg",0.5221442655,3656.07768989278,6.18124672603457
"340210044032",1127,519,51,"bg",0.249115581,4524.00446200914,4.52528837622005
"340210044033",1305,395,84,"bg",0.1747751148,7466.73805074222,6.4367816091954
"340210044034",1191,439,67,"bg",0.2871823383,4147.19096950817,5.6255247691016
"340210044041",2230,556,110,"bg",0.2382406884,9360.28188541785,4.93273542600897
"340210044042",1179,436,41,"bg",0.0937717209,12573.0869465146,3.47752332485157
"340210044043",2909,531,136,"bg",0.2427823827,11981.9237608957,4.67514609831557
"340210044044",716,385,33,"bg",0.6878579994,1040.91251482798,4.60893854748603
"340210044051",1083,352,47,"bg",0.3764613996,2876.78896468726,4.33979686057248
"340210044052",4867,531,277,"bg",6.5404127646,744.14263673734,5.6913910006164
"340210044053",2061,366,111,"bg",2.3463976536,878.367738238178,5.38573508005822
"340210044061",2112,325,136,"bg",0.920296377,2294.91287022637,6.43939393939394
"340210044062",1025,261,59,"bg",0.4692829284,2184.18343811204,5.75609756097561
"340210044063",1909,535,72,"bg",1.6840079685,1133.6050872137,3.77160817181771
"340210044071",1137,282,94,"bg",0.4967883063,2288.70121454387,8.26737027264732
"340210044072",1338,400,76,"bg",0.5401639386,2477.02577752198,5.68011958146487
"340210044073",2055,391,116,"bg",0.6899827077,2978.3355105379,5.64476885644769
"340210044074",2285,567,81,"bg",0.0803829312,28426.4328992272,3.54485776805252
"340210044075",587,219,38,"bg",0.1600326585,3668.00130362141,6.47359454855196
"340210045011",1404,167,226,"bg",0.3736142982,3757.88615897249,16.0968660968661
"340210045012",5163,442,991,"bg",0.2856699846,18073.3023360131,19.1942668990897
"340210045021",24,19,5,"bg",0.050239332,477.713358131434,20.8333333333333
"340210045022",1197,94,160,"bg",0.474389487,2523.2431004526,13.3667502088555
"420171001021",669,178,70,"bg",1.9085672034,350.524728083044,10.4633781763827
"420171001022",2307,264,180,"bg",1.0291248396,2241.71054009024,7.80234070221066
"420171001031",974,178,89,"bg",0.3097008486,3144.97039450476,9.13757700205339
"420171001032",1421,302,105,"bg",0.2974599342,4777.11394585523,7.38916256157635
"420171001041",1440,281,145,"bg",0.4527088137,3180.85258431539,10.0694444444444
"420171001042",3127,481,195,"bg",0.3067093458,10195.3202366356,6.23600895426927
"420171001051",573,148,60,"bg",0.1813913244,3158.9162375618,10.4712041884817
"420171001052",1304,302,107,"bg",0.3717660375,3507.5823729595,8.20552147239264
"420171001053",1384,296,153,"bg",0.4753887138,2911.30176174578,11.0549132947977
"420171002011",977,206,84,"bg",0.1588778334,6149.37892273649,8.59774820880246
"420171002012",1239,246,111,"bg",0.382601934,3238.35268433327,8.95883777239709
"420171002013",1322,256,121,"bg",0.6643410345,1989.94180902128,9.15279878971256
"420171002014",974,242,113,"bg",1.3233971322,735.984668774999,11.6016427104723
"420171002061",2136,359,159,"bg",1.2767431248,1673.00685510611,7.4438202247191
"420171002062",2226,385,179,"bg",0.373150206,5965.42615870886,8.04132973944295
"420171002063",763,190,73,"bg",0.1784094741,4276.67871254602,9.56749672346003
"420171002071",1973,243,228,"bg",0.6962394582,2833.79515016404,11.5560060821085
"420171002072",2276,259,191,"bg",1.2939342273,1758.97657854622,8.39191564147627
"420171002081",1972,390,111,"bg",0.2942031807,6702.85071462519,5.62880324543611
"420171002082",1551,336,78,"bg",0.3196525761,4852.14297010635,5.02901353965184
"420171002083",1048,371,65,"bg",0.477520758,2194.66899070386,6.20229007633588
"420171002084",1318,483,50,"bg",0.5325152976,2475.04626804171,3.79362670713202
"420171002091",2499,532,122,"bg",0.5517592938,4529.14890257531,4.88195278111245
"420171002092",1193,490,52,"bg",0.4235798853,2816.46990662708,4.35875943000838
"420171002093",1143,395,58,"bg",0.2686700016,4254.28962367639,5.07436570428696
"420171002094",2891,485,129,"bg",0.4236628968,6823.82153791665,4.46212383258388
"420171002095",1119,302,67,"bg",0.1619145099,6911.05448604393,5.98748882931189
"420171002101",2130,372,130,"bg",0.4590748305,4639.76645742071,6.10328638497653
"420171002102",519,198,33,"bg",0.5972059665,869.046910300753,6.35838150289017
"420171002103",1348,475,60,"bg",0.3051896562,4416.9255825519,4.45103857566766
"420171002104",1416,363,84,"bg",0.5327376912,2657.96849629775,5.93220338983051
"420171002105",1992,344,109,"bg",0.6408688572,3108.28023178281,5.4718875502008
"420171002111",1166,334,55,"bg",0.1799685459,6478.90993489435,4.71698113207547
"420171002112",1629,486,65,"bg",0.3424749471,4756.55230782281,3.99017802332719
"420171002113",2010,427,112,"bg",0.2897896716,6936.06500501656,5.57213930348259
"420171002114",2446,377,129,"bg",0.3081340548,7938.10343873747,5.27391659852821
"420171002121",1974,283,179,"bg",0.7353494577,2684.43796256301,9.06788247213779
"420171002122",1905,263,170,"bg",0.3100321224,6144.52459072028,8.9238845144357
"420171003021",586,203,75,"bg",1.330913727,440.299012709785,12.7986348122867
"420171003022",1473,343,136,"bg",0.3183618438,4626.81074596792,9.23285811269518
"420171003023",1264,331,116,"bg",0.434601882,2908.40894241687,9.17721518987342
"420171003024",1487,314,129,"bg",0.5716198917,2601.37903105096,8.67518493611298
"420171003031",1144,293,90,"bg",0.7744081059,1477.25726433412,7.86713286713287
"420171003032",2254,492,161,"bg",1.0235750382,2202.0857444548,7.14285714285714
"420171003033",1655,374,148,"bg",0.5640928722,2933.91404423422,8.94259818731118
"420171003041",2275,310,169,"bg",1.5516725796,1466.15982644126,7.42857142857143
"420171003061",2068,363,171,"bg",0.3030788475,6823.30692840582,8.26885880077369
"420171003062",1370,256,148,"bg",0.3035162988,4513.76089329144,10.8029197080292
"420171003071",1677,381,109,"bg",0.1509079572,11112.7340871592,6.49970184853906
"420171003072",555,167,57,"bg",0.1390322934,3991.87833579964,10.2702702702703
"420171003073",1566,398,125,"bg",0.4056474708,3860.49491917601,7.98212005108557
"420171003074",1293,283,107,"bg",0.1980333927,6529.2018804059,8.2753286929621
"420171004011",2506,506,113,"bg",0.3019479606,8299.44337103763,4.50917797286512
"420171004012",970,361,45,"bg",0.4545644103,2133.91101023467,4.63917525773196
"420171004013",607,301,28,"bg",0.1134110835,5352.21057120048,4.61285008237232
"420171004014",1174,342,46,"bg",0.1943225856,6041.5005099644,3.91822827938671
"420171004015",951,469,36,"bg",0.1890148689,5031.35020823751,3.78548895899054
"420171004021",1009,364,43,"bg",0.1400052654,7206.87180669421,4.26164519326065
"420171004022",1687,507,76,"bg",0.4407026481,3827.97790590358,4.5050385299348
"420171004023",673,272,34,"bg",0.2248387713,2993.25599454563,5.0520059435364
"420171004024",1452,452,73,"bg",0.2063889828,7035.25924834395,5.02754820936639
"420171004025",1383,608,57,"bg",0.0966095559,14315.3540777222,4.12147505422994
"420171004026",1200,344,61,"bg",0.2091646557,5737.10695042633,5.08333333333333
"420171004031",753,195,123,"bg",0.6858506655,1097.90664043615,16.3346613545817
"420171004032",1565,263,170,"bg",0.904736547,1729.78532279851,10.8626198083067
"420171004041",546,179,32,"bg",0.1136288439,4805.11797233906,5.86080586080586
"420171004042",1873,767,100,"bg",0.2571248394,7284.3992994634,5.33902829684997
"420171004043",675,192,37,"bg",0.1332172413,5066.91171062405,5.48148148148148
"420171004044",928,386,49,"bg",0.1636338132,5671.19950242656,5.2801724137931
"420171004045",936,387,31,"bg",0.1251948555,7476.34554360742,3.31196581196581
"420171004046",866,269,55,"bg",0.1089829026,7946.20054467149,6.35103926096998
"420171004047",517,199,28,"bg",0.2247623235,2300.20757905183,5.41586073500967
"420171004061",1636,217,170,"bg",0.4750512624,3443.83886432548,10.3911980440098
"420171004062",733,224,72,"bg",0.1394295903,5257.13371475065,9.82264665757162
"420171004063",1278,223,106,"bg",0.4798018368,2663.59964047557,8.29420970266041
"420171004071",1075,142,169,"bg",0.2477206017,4339.56640110971,15.7209302325581
"420171004081",1048,368,53,"bg",0.3655687464,2866.76585545224,5.05725190839695
"420171004082",1884,440,99,"bg",0.2972464209,6338.1755591729,5.25477707006369
"420171004083",1038,345,54,"bg",0.1812272319,5727.61603826053,5.20231213872832
"420171004084",926,242,53,"bg",0.1634430798,5665.58095413471,5.72354211663067
"420171004085",1614,568,75,"bg",0.1813021353,8902.2669111388,4.64684014869888
"420171005001",946,239,91,"bg",0.2401433892,3939.3131043559,9.61945031712474
"420171005002",1732,253,152,"bg",0.3240687879,5344.54432104845,8.77598152424942
"420171006001",998,334,82,"bg",0.0833076387,11979.6937660652,8.21643286573146
"420171006002",1821,275,150,"bg",0.1428527529,12747.3917235234,8.23723228995058
"420171006003",820,229,70,"bg",0.1931476833,4245.45604684454,8.53658536585366
"420171007001",571,295,41,"bg",0.3272124141,1745.04381678348,7.18038528896672
"420171007002",1369,260,123,"bg",0.255389706,5360.43531840708,8.98466033601169
"420171007003",1336,318,89,"bg",0.1341438813,9959.45537770868,6.66167664670659
"420171008031",2058,410,163,"bg",0.4195984221,4904.68955936524,7.92031098153547
"420171008032",1538,313,138,"bg",0.4835080107,3180.91937664767,8.97269180754226
"420171008033",1267,296,119,"bg",0.3011217066,4207.60102055027,9.39226519337017
"420171008041",1330,243,135,"bg",0.3199927302,4156.34442435218,10.1503759398496
"420171008042",811,197,87,"bg",0.1784017521,4545.91947922915,10.7274969173859
"420171008043",1787,275,165,"bg",0.4926191985,3627.54842978374,9.23335198656967
"420171008051",1167,350,76,"bg",0.4818778965,2421.77532623142,6.51242502142245
"420171008052",1911,515,101,"bg",0.2729190321,7002.07671592428,5.28519099947671
"420171008053",899,357,51,"bg",0.3841779942,2340.06115283112,5.67296996662959
"420171008054",883,555,42,"bg",0.1177979517,7495.88585588284,4.75651189127973
"420171008055",1287,394,79,"bg",0.2669823585,4820.54322701625,6.13830613830614
"420171008071",1024,331,93,"bg",2.2640008248,452.29665501136,9.08203125
"420171008072",3169,353,310,"bg",1.0969861617,2888.82404413288,9.78226569895866
"420171008081",2283,355,153,"bg",1.1015556552,2072.52351637693,6.70170827858081
"420171008082",1913,274,115,"bg",0.8914910004,2145.84331097191,6.01150026136958
"420171008083",892,244,72,"bg",1.548577602,576.012463855847,8.07174887892377
"420171008091",1432,259,95,"bg",0.722037888,1983.27542612279,6.6340782122905
"420171008092",1488,268,94,"bg",0.8338590117,1784.47432853954,6.31720430107527
"420171008093",2433,401,166,"bg",1.4631097338,1662.89646209994,6.82285244554049
"420171008111",1089,216,103,"bg",0.2246781537,4846.9331889476,9.45821854912764
"420171008112",817,175,85,"bg",0.262833714,3108.42923294079,10.4039167686659
"420171008113",2686,291,215,"bg",0.241007481,11144.8822619743,8.00446760982874
"420171009001",3212,529,207,"bg",1.3142623923,2443.95641145822,6.44458281444583
"420171009002",1478,286,97,"bg",0.5532496398,2671.48840898351,6.56292286874154
"420171009003",1533,385,85,"bg",0.8403902793,1824.15246553888,5.54468362687541
"420171009004",1756,297,105,"bg",0.802435491,2188.3379034141,5.97949886104784
"420171011001",1622,240,232,"bg",0.1704604473,9515.40387046726,14.3033292231813
"420171011002",1201,143,200,"bg",0.247277745,4856.88673681491,16.6527893422148
"420171014011",1049,229,86,"bg",0.469605708,2233.78886186792,8.19828408007626
"420171014012",1299,243,113,"bg",0.5741032869,2262.65905393826,8.69899923017706
"420171014013",708,155,68,"bg",0.2779746255,2546.99506736092,9.6045197740113
"420171014014",1325,230,125,"bg",0.9871619472,1342.23164067279,9.43396226415094
"420171014031",1167,289,72,"bg",0.5637828339,2069.94596115531,6.16966580976864
"420171014032",1033,355,50,"bg",0.3798417051,2719.55392504371,4.84027105517909
"420171014033",1050,303,61,"bg",0.3476313126,3020.44137551031,5.80952380952381
"420171014034",2335,402,118,"bg",0.5055338574,4618.8795583526,5.05353319057816
"420171014041",1631,204,239,"bg",0.9819329949,1661.00946650245,14.653586756591
"420171014042",727,148,110,"bg",0.2374163649,3062.13095422556,15.130674002751
"420171014051",1019,310,68,"bg",0.2898572391,3515.52372182931,6.67320902845927
"420171014052",712,260,48,"bg",0.1466674209,4854.52049017383,6.74157303370786
"420171014053",1707,373,85,"bg",0.2697089967,6329.04360212616,4.97949619214997
"420171014054",2567,445,130,"bg",0.436084506,5886.47375607516,5.06427736657577
"420171014055",693,204,55,"bg",0.207385893,3341.59662441456,7.93650793650794
"420171015031",1550,221,180,"bg",0.9999905058,1550.01471614972,11.6129032258065
"420171015032",2181,303,210,"bg",0.9989287308,2183.33894376361,9.62861072902338
"420171015041",686,197,83,"bg",0.3644791722,1882.13772507026,12.0991253644315
"420171015042",2083,213,208,"bg",0.632574657,3292.89195662481,9.9855976956313
"420171015051",2226,240,236,"bg",1.0132318053,2196.93064149415,10.6019766397125
"420171015052",1052,256,90,"bg",0.8221478265,1279.57523706961,8.55513307984791
"420171015061",663,233,39,"bg",0.1954364841,3392.40650512705,5.88235294117647
"420171015062",949,277,58,"bg",0.7435884456,1276.24360708598,6.11169652265543
"420171015063",1072,269,69,"bg",0.2899892853,3696.6883065731,6.43656716417911
"420171015064",1216,290,76,"bg",0.2759128515,4407.18869523191,6.25
"420171015065",1454,313,77,"bg",0.2831854311,5134.44492660555,5.29573590096286
"420171016031",1567,352,119,"bg",0.3631826484,4314.63344106172,7.59412890874282
"420171016032",784,265,57,"bg",0.1295357778,6052.38192347504,7.27040816326531
"420171016033",1143,429,100,"bg",0.2903051151,3937.23686062602,8.74890638670166
"420171016051",1290,309,101,"bg",0.37088766,3478.14214147756,7.82945736434109
"420171016052",2932,467,222,"bg",0.451744722,6490.39127013863,7.57162346521146
"420171016071",1142,170,137,"bg",0.2448588285,4663.91188341408,11.9964973730298
"420171016072",1982,151,195,"bg",0.7831366686,2530.8481641438,9.83854692230071
"420171016091",2037,249,191,"bg",0.6352962759,3206.37799602124,9.37653411880216
"420171016092",1187,203,131,"bg",0.8498898837,1396.65152246829,11.0362257792755
"420171016093",1149,226,108,"bg",0.2165727564,5305.37644299937,9.39947780678851
"420171016101",2008,216,200,"bg",0.5975302905,3360.4990942296,9.9601593625498
"420171016102",2114,256,254,"bg",1.0777579956,1961.47930113301,12.0151371807001
"420171016103",634,103,63,"bg",0.1513407753,4189.22130366541,9.93690851735016
"420171016111",3254,481,199,"bg",0.8706960405,3737.23991914719,6.11555009219422
"420171016112",984,243,56,"bg",0.4054725675,2426.79796087561,5.69105691056911
"420171016113",2663,320,168,"bg",0.66887964,3981.28428606378,6.30867442733759
"420171018021",2957,280,286,"bg",1.5867756333,1863.52748173373,9.6719648292188
"420171018022",3569,320,361,"bg",3.4645003965,1030.16296479734,10.1148781171196
"420171018031",3027,426,208,"bg",2.3870570724,1268.08865820564,6.87148992401718
"420171018032",2273,393,130,"bg",1.0454761746,2174.12893303824,5.71931368235812
"420171018033",3008,482,165,"bg",2.1073353444,1427.39503135721,5.48537234042553
"420171018051",2155,100,379,"bg",1.0197916443,2113.17675727695,17.5870069605568
"420171018071",2006,354,120,"bg",0.2312723556,8673.75607774542,5.98205383848455
"420171018072",2212,266,265,"bg",0.8659045395,2554.55410971431,11.9801084990958
"420171018081",2572,230,199,"bg",0.9883766178,2602.24691041856,7.73716951788492
"420171019001",1133,268,97,"bg",0.6037839522,1876.49902895183,8.56134157105031
"420171019002",2921,268,309,"bg",1.0146198348,2878.91079970439,10.5785689832249
"420171020021",1418,151,247,"bg",4.9894258986,284.201034110534,17.4188998589563
"420171020022",1251,137,226,"bg",2.8299960117,442.050092942892,18.0655475619504
"420171020031",2067,243,192,"bg",3.5765072343,577.938157143014,9.28882438316401
"420171020032",1844,244,173,"bg",1.2547257723,1469.64383828653,9.38177874186551
"420171020041",1941,279,200,"bg",0.6364043829,3049.94756817222,10.3039670273055
"420171020042",1058,247,111,"bg",0.2516055399,4204.99485194364,10.4914933837429
"420171020043",1579,213,165,"bg",1.1402355393,1384.80160070205,10.4496516782774
"420171021021",1073,192,113,"bg",4.6023645096,233.141029521205,10.5312208760485
"420171021022",2313,255,194,"bg",6.0784259679,380.526144797171,8.3873757025508
"420171021041",1669,370,95,"bg",3.4799026977,479.611111282826,5.69203115638107
"420171021042",2267,443,130,"bg",2.6379761265,859.370931081093,5.73445081605646
"420171021043",1602,347,90,"bg",2.2731436728,704.750878340522,5.61797752808989
"420171023001",3465,318,199,"bg",5.563256985,622.836588232855,5.74314574314574
"420171023002",2263,316,128,"bg",7.3477440036,307.98568906201,5.65620857269112
"420171024011",2455,251,213,"bg",0.8933909985,2747.9569461993,8.67617107942974
"420171024012",1397,230,127,"bg",0.3410830566,4095.77659449179,9.09090909090909
"420171024021",1381,264,140,"bg",0.6158047896,2242.59379485671,10.1375814627082
"420171024022",2139,302,226,"bg",0.5878241226,3638.8435209821,10.5656848994857
"420171024023",1123,272,103,"bg",0.0972184356,11551.3070444841,9.17186108637578
"420171025001",927,173,107,"bg",0.3049672626,3039.67052757354,11.5426105717368
"420171025002",1663,219,194,"bg",0.4045281669,4110.96219267989,11.665664461816
"420171025003",1636,227,168,"bg",0.4343879826,3766.21837051714,10.2689486552567
"420171026001",2211,199,227,"bg",0.5336747559,4142.97280423415,10.2668475802804
"420171027001",2019,338,152,"bg",2.3035463451,876.474660166801,7.52847944526994
"420171027002",2363,331,143,"bg",11.086506288,213.141988884064,6.05162928480745
"420171027003",882,295,41,"bg",2.8871758773,305.488836663743,4.64852607709751
"420171028011",2597,296,217,"bg",4.3656794181,594.867316466917,8.35579514824798
"420171028012",875,191,91,"bg",6.4442086137,135.780830890515,10.4
"420171031011",638,181,102,"bg",0.1153778769,5529.65626636522,15.987460815047
"420171031012",1158,213,153,"bg",0.1787585085,6478.01332488741,13.2124352331606
"420171031013",601,128,93,"bg",0.1330983225,4515.45886312729,15.4742096505824
"420171031021",611,178,70,"bg",0.1870673805,3266.20278942752,11.4566284779051
"420171031022",833,128,130,"bg",0.3015819378,2762.10175608203,15.6062424969988
"420171031023",512,123,87,"bg",0.1175296122,4356.34892701535,16.9921875
"420171031031",2687,332,247,"bg",0.5979017187,4494.04963384662,9.19240788983997
"420171031032",1829,260,172,"bg",0.4040204454,4526.99862302563,9.40404592673592
"420171033001",1295,138,247,"bg",13.645079019,94.906009572886,19.0733590733591
"420171033002",774,111,139,"bg",6.0268487994,128.425322380255,17.9586563307494
"420171034001",2448,385,101,"bg",15.6534445782,156.387304262044,4.12581699346405
"420171034002",1143,320,59,"bg",7.7986427805,146.563964034613,5.16185476815398
"420171034003",1447,374,73,"bg",7.1500136994,202.377234622841,5.0449205252246
"420171037001",1810,259,183,"bg",13.1565876156,137.573666735123,10.1104972375691
"420171037002",1605,257,142,"bg",8.889033582,180.559560855982,8.84735202492212
"420171038001",1223,80,341,"bg",6.5828586681,185.785547231412,27.8822567457073
"420171039001",1125,230,99,"bg",8.428617054,133.473853752331,8.8
"420171039002",845,169,88,"bg",7.74964476,109.037256050947,10.414201183432
"420171039003",845,179,88,"bg",7.5733522722,111.575425205268,10.414201183432
"420171039004",1154,239,105,"bg",6.321032289,182.565117094595,9.09878682842288
"420171040001",2215,339,117,"bg",17.2954915848,128.068056877125,5.28216704288939
"420171040002",4752,339,253,"bg",13.1653648269,360.947080652906,5.32407407407407
"420171041001",2121,177,344,"bg",0.5828662125,3638.9139643259,16.2187647336162
"420171042011",2973,213,246,"bg",13.189006116,225.415014130091,8.2744702320888
"420171042031",2828,288,276,"bg",4.0412913255,699.776326976406,9.75954738330976
"420171042032",2602,292,219,"bg",3.9600165033,657.067968739947,8.41660261337433
"420171042041",1456,322,107,"bg",1.2249759951,1188.59472007951,7.3489010989011
"420171042042",3308,318,283,"bg",4.7482064487,696.684113409957,8.55501813784764
"420171043011",2624,193,238,"bg",10.7618799717,243.823570500712,9.07012195121951
"420171043031",1021,245,76,"bg",3.5564435478,287.084551259526,7.44368266405485
"420171043032",2402,278,221,"bg",3.3668058996,713.435841455955,9.20066611157369
"420171043033",1325,253,109,"bg",2.4941623707,531.240473982507,8.22641509433962
"420171043041",698,97,141,"bg",3.4944968916,199.742630098724,20.2005730659026
"420171043042",574,111,93,"bg",2.8967947866,198.150039020786,16.2020905923345
"420171044001",2385,219,228,"bg",1.2710547135,1876.39444208709,9.55974842767296
"420171045021",5120,460,283,"bg",8.0947463454,632.509010354542,5.52734375
"420171045022",1180,400,53,"bg",7.9753422177,147.956033457872,4.49152542372881
"420171045023",1622,348,116,"bg",2.8597195341,567.188488471989,7.15166461159063
"420171045031",2248,234,243,"bg",2.933305947,766.370791392937,10.8096085409253
"420171045032",2029,252,203,"bg",2.3970732786,846.448883358722,10.0049285362247
"420171045051",2094,243,205,"bg",0.8656713351,2418.93189146445,9.78987583572111
"420171045052",1402,220,141,"bg",1.5021842121,933.30763877491,10.0570613409415
"420171045053",2299,267,237,"bg",0.7665057972,2999.32499975618,10.3088299260548
"420171045061",2334,162,364,"bg",5.4868613085,425.379806189792,15.5955441302485
"420171046011",1794,260,193,"bg",1.9978983882,897.943564395334,10.7580824972129
"420171046012",2689,280,284,"bg",3.1187795067,862.196251521881,10.5615470435106
"420171046031",1997,407,141,"bg",3.0073549077,664.038685586095,7.06059088632949
"420171046032",2394,331,141,"bg",1.4893081632,1607.45778419433,5.88972431077694
"420171046033",3138,374,348,"bg",1.4006379816,2240.4076151179,11.0898661567878
"420171046041",1254,237,85,"bg",1.4463800208,866.992064302994,6.77830940988836
"420171046042",1676,396,93,"bg",0.9445411404,1774.40656453592,5.54892601431981
"420171046043",1078,278,71,"bg",0.6637082166,1624.20770609456,6.58627087198516
"420171046044",1558,258,108,"bg",1.2432196062,1253.19773934563,6.93196405648267
"420171047011",758,274,63,"bg",0.2863730727,2646.89690568103,8.311345646438
"420171047012",2074,208,190,"bg",0.3227734224,6425.56002467197,9.16104146576663
"420171047013",509,155,49,"bg",0.2785912272,1827.04963510782,9.62671905697446
"420171047021",948,202,124,"bg",0.1692843867,5600.0439171039,13.0801687763713
"420171047022",488,123,48,"bg",0.1127211228,4329.26844479587,9.83606557377049
"420171047023",1203,210,118,"bg",0.2652916266,4534.63237953549,9.80881130507066
"420171047031",1553,167,246,"bg",0.5092033518,3049.86209244352,15.8403090792015
"420171047032",772,163,144,"bg",0.3423695418,2254.87347951932,18.6528497409326
"420171048001",1857,161,317,"bg",0.5904569385,3145.02189561449,17.0705438879914
"420171048002",1168,160,205,"bg",0.6166549818,1894.08994408938,17.5513698630137
"420171049011",2754,347,166,"bg",1.3688453493,2011.91464134962,6.02759622367465
"420171049012",2350,373,142,"bg",1.8791212869,1250.58452393821,6.04255319148936
"420171049013",2389,321,138,"bg",0.9717048198,2458.56555542424,5.77647551276685
"420171049021",1245,261,74,"bg",0.4513821741,2758.19487661952,5.94377510040161
"420171049022",3622,403,210,"bg",1.6793531469,2156.78281050417,5.79790171176146
"420171049023",2282,445,134,"bg",4.6237571523,493.538030833835,5.87204206836109
"420171050031",1003,202,105,"bg",0.5461909596,1836.35408527183,10.468594217348
"420171050032",2288,228,231,"bg",2.3865134436,958.720767375442,10.0961538461538
"420171050033",1591,210,182,"bg",1.859994279,855.378975066192,11.4393463230673
"420171050041",2381,299,235,"bg",1.2164729148,1957.29799737585,9.86980260394792
"420171050042",1631,367,168,"bg",0.8040173427,2028.56320800604,10.3004291845494
"420171050043",1508,223,148,"bg",1.362442653,1106.8355770274,9.81432360742706
"420171050061",936,198,109,"bg",0.4706477919,1988.74830841419,11.6452991452991
"420171050062",1339,201,142,"bg",0.7012769049,1909.37415825912,10.604929051531
"420171050063",2270,272,234,"bg",0.9905410944,2291.67675408258,10.3083700440529
"420171050064",1100,240,109,"bg",1.4457020292,760.876015791927,9.90909090909091
"420171050081",2346,251,218,"bg",2.8174662945,832.663022297604,9.2924126172208
"420171050082",1453,326,134,"bg",3.4578664263,420.201309382198,9.22229869236063
"420171050091",1519,203,159,"bg",0.344683053,4406.94715559456,10.4674127715602
"420171050092",1838,330,165,"bg",0.6559622784,2801.99038957421,8.97714907508161
"420171050101",1572,233,158,"bg",0.3932992206,3996.95681471686,10.0508905852417
"420171050102",2302,180,237,"bg",0.8094791133,2843.80407372767,10.2953953084275
"420171050111",2328,235,213,"bg",0.8581875588,2712.69371843986,9.14948453608247
"420171050112",1300,172,136,"bg",0.5593395951,2324.1694515969,10.4615384615385
"420171050121",1354,154,205,"bg",0.6110387712,2215.8986693118,15.1403249630724
"420171050122",1601,153,283,"bg",0.5939133057,2695.67962972815,17.6764522173641
"420171050131",3413,344,320,"bg",1.5258378564,2236.80385545847,9.37591561675945
"420171050132",2489,314,243,"bg",1.2695655258,1960.51322237313,9.76295701084773
"420171051001",3098,21,500,"bg",9.7020949311,319.312480655016,16.1394448030988
"420171052021",2372,398,139,"bg",0.6730846551,3524.07380264462,5.86003372681282
"420171052022",1204,313,81,"bg",0.2771263638,4344.58845232393,6.72757475083056
"420171052023",1584,264,87,"bg",1.5514880238,1020.95535105735,5.49242424242424
"420171052031",2062,100,323,"bg",3.2452743609,635.385416050972,15.6644034917556
"420171052061",2749,253,297,"bg",1.1418737616,2407.44650805189,10.8039287013459
"420171052062",2151,234,209,"bg",1.5995752344,1344.73199743358,9.7164109716411
"420171052071",2305,254,228,"bg",1.0873359783,2119.85995681276,9.89154013015184
"420171052072",2675,268,251,"bg",0.3820787685,7001.17415710316,9.38317757009346
"420171052081",2497,121,357,"bg",1.9399397589,1287.15337089429,14.2971565879055
"420171053001",817,97,155,"bg",0.2653530165,3078.91732596905,18.9718482252142
